SEQN,RIDAGEYR,RIDRETH3
95687,80,4
95688,8,1
95689,60,4
95690,54,6
95691,0,2
95692,69,3
95693,2,3
95694,50,6
95695,0,1
95696,26,4
95697,0,2
95698,55,6
95699,22,4
95700,59,2
95701,8,7
95702,16,6
95703,24,4
95704,50,6
95705,18,3
95706,6,7
95707,5,3
95708,52,3
95709,11,7
95710,61,6
95711,54,1
95712,12,4
95713,64,4
95714,63,4
95715,12,3
95716,38,2
95717,76,3
95718,63,3
95719,22,3
95720,59,3
95721,14,6
95722,38,1
95723,80,3
95724,4,3
95725,70,3
95726,32,4
95727,52,3
95728,1,6
95729,71,1
95730,0,4
95731,47,6
95732,14,3
95733,22,1
95734,71,3
95735,8,1
95736,58,3
95737,0,3
95738,49,7
95739,6,3
95740,5,7
95741,19,3
95742,9,3
95743,58,1
95744,57,6
95745,60,4
95746,7,3
95747,10,1
95748,43,4
95749,10,1
95750,5,3
95751,4,6
95752,80,2
95753,0,3
95754,33,3
95755,14,6
95756,26,3
95757,13,1
95758,15,2
95759,63,4
95760,14,1
95761,51,2
95762,32,4
95763,75,3
95764,6,3
95765,51,1
95766,19,3
95767,60,3
95768,23,2
95769,61,4
95770,50,4
95771,63,4
95772,64,6
95773,66,4
95774,9,1
95775,37,6
95776,13,4
95777,78,3
95778,35,4
95779,12,2
95780,78,1
95781,3,7
95782,18,3
95783,16,7
95784,4,3
95785,51,3
95786,5,3
95787,27,1
95788,28,3
95789,48,3
95790,8,2
95791,33,2
95792,23,3
95793,26,1
95794,63,6
95795,74,1
95796,4,4
95797,4,6
95798,76,3
95799,25,3
95800,3,4
95801,10,4
95802,68,3
95803,38,3
95804,0,1
95805,6,1
95806,11,7
95807,34,3
95808,19,3
95809,59,2
95810,2,1
95811,24,1
95812,63,4
95813,80,3
95814,45,4
95815,3,7
95816,14,4
95817,12,1
95818,12,6
95819,80,3
95820,37,4
95821,16,4
95822,66,6
95823,9,1
95824,66,2
95825,45,3
95826,11,4
95827,14,2
95828,80,4
95829,70,3
95830,5,3
95831,63,6
95832,11,4
95833,61,2
95834,17,1
95835,48,2
95836,55,3
95837,2,4
95838,80,1
95839,44,4
95840,10,4
95841,27,1
95842,5,2
95843,73,1
95844,70,3
95845,2,2
95846,80,4
95847,0,3
95848,52,6
95849,40,2
95850,27,4
95851,28,1
95852,1,4
95853,24,2
95854,28,3
95855,40,2
95856,5,4
95857,14,4
95858,32,6
95859,13,3
95860,51,3
95861,10,2
95862,80,3
95863,80,4
95864,73,4
95865,47,4
95866,80,1
95867,34,3
95868,80,3
95869,66,4
95870,20,4
95871,5,7
95872,0,3
95873,76,3
95874,18,2
95875,67,1
95876,6,7
95877,62,3
95878,1,3
95879,13,6
95880,69,3
95881,64,1
95882,26,4
95883,31,1
95884,5,3
95885,0,3
95886,57,6
95887,8,2
95888,9,4
95889,17,1
95890,37,4
95891,56,3
95892,17,2
95893,0,7
95894,0,4
95895,12,4
95896,32,4
95897,5,4
95898,14,3
95899,62,6
95900,31,3
95901,3,1
95902,61,4
95903,21,1
95904,53,6
95905,5,2
95906,16,3
95907,19,7
95908,69,2
95909,5,3
95910,50,6
95911,38,1
95912,50,3
95913,80,3
95914,47,3
95915,57,3
95916,51,3
95917,74,7
95918,45,6
95919,47,3
95920,8,3
95921,4,1
95922,25,3
95923,8,2
95924,65,4
95925,2,4
95926,12,3
95927,18,4
95928,56,6
95929,10,4
95930,5,3
95931,69,3
95932,1,3
95933,16,4
95934,12,1
95935,19,3
95936,63,4
95937,9,2
95938,1,4
95939,76,3
95940,4,7
95941,3,3
95942,6,1
95943,9,4
95944,54,6
95945,70,3
95946,62,3
95947,3,6
95948,18,3
95949,7,2
95950,45,3
95951,24,3
95952,68,3
95953,18,3
95954,35,1
95955,22,3
95956,17,1
95957,2,2
95958,12,6
95959,17,7
95960,11,3
95961,4,3
95962,32,3
95963,8,1
95964,80,3
95965,47,6
95966,66,3
95967,8,3
95968,49,6
95969,48,3
95970,7,3
95971,71,1
95972,3,3
95973,21,2
95974,4,3
95975,8,4
95976,65,7
95977,26,4
95978,57,7
95979,66,4
95980,8,4
95981,69,6
95982,2,4
95983,78,3
95984,9,6
95985,62,3
95986,48,4
95987,80,3
95988,80,3
95989,13,1
95990,28,3
95991,43,6
95992,79,3
95993,80,3
95994,11,2
95995,47,6
95996,42,4
95997,61,4
95998,29,1
95999,16,4
96000,29,4
96001,64,3
96002,34,1
96003,49,1
96004,55,3
96005,14,3
96006,38,6
96007,74,3
96008,52,4
96009,4,3
96010,64,4
96011,32,1
96012,16,4
96013,15,1
96014,36,6
96015,1,3
96016,80,3
96017,64,2
96018,12,4
96019,80,3
96020,80,3
96021,0,3
96022,56,1
96023,73,1
96024,41,1
96025,40,7
96026,8,6
96027,80,3
96028,10,2
96029,31,6
96030,59,4
96031,24,2
96032,11,4
96033,60,4
96034,57,3
96035,20,6
96036,13,3
96037,60,3
96038,55,6
96039,1,3
96040,9,1
96041,80,4
96042,6,3
96043,9,7
96044,61,4
96045,5,3
96046,4,3
96047,10,6
96048,47,2
96049,69,2
96050,46,3
96051,11,4
96052,14,4
96053,19,6
96054,0,1
96055,10,4
96056,20,1
96057,11,1
96058,10,1
96059,0,1
96060,12,1
96061,67,3
96062,1,3
96063,27,6
96064,49,6
96065,66,4
96066,52,7
96067,42,3
96068,17,1
96069,7,6
96070,45,6
96071,12,6
96072,27,2
96073,2,3
96074,34,3
96075,2,4
96076,28,3
96077,80,3
96078,19,1
96079,52,1
96080,3,3
96081,10,1
96082,37,3
96083,17,4
96084,34,4
96085,25,3
96086,65,3
96087,68,2
96088,20,4
96089,76,3
96090,63,3
96091,54,2
96092,22,2
96093,20,3
96094,52,4
96095,2,4
96096,52,3
96097,58,3
96098,42,1
96099,63,6
96100,65,7
96101,52,6
96102,7,4
96103,23,6
96104,17,6
96105,24,2
96106,10,3
96107,23,4
96108,47,1
96109,8,2
96110,65,1
96111,31,4
96112,73,3
96113,2,7
96114,68,4
96115,71,2
96116,54,3
96117,68,2
96118,2,4
96119,14,3
96120,60,4
96121,65,3
96122,54,6
96123,35,1
96124,52,6
96125,28,3
96126,5,4
96127,17,1
96128,16,3
96129,5,7
96130,61,6
96131,3,4
96132,16,3
96133,32,4
96134,65,6
96135,73,4
96136,62,1
96137,48,3
96138,34,3
96139,27,2
96140,54,2
96141,60,2
96142,3,2
96143,55,6
96144,64,4
96145,78,3
96146,0,3
96147,31,3
96148,2,3
96149,63,6
96150,23,3
96151,57,3
96152,61,1
96153,10,3
96154,1,3
96155,4,2
96156,46,6
96157,11,2
96158,26,4
96159,61,4
96160,58,1
96161,9,1
96162,60,2
96163,35,6
96164,64,6
96165,64,6
96166,8,3
96167,80,3
96168,13,1
96169,63,4
96170,72,1
96171,80,3
96172,80,3
96173,61,6
96174,8,7
96175,39,4
96176,6,3
96177,16,3
96178,63,4
96179,64,3
96180,4,4
96181,74,3
96182,0,4
96183,0,3
96184,80,3
96185,75,3
96186,45,4
96187,11,1
96188,55,4
96189,50,7
96190,54,6
96191,39,1
96192,14,4
96193,8,4
96194,4,4
96195,80,3
96196,34,3
96197,12,7
96198,29,4
96199,7,4
96200,0,3
96201,11,3
96202,10,7
96203,5,2
96204,3,3
96205,52,4
96206,9,3
96207,3,3
96208,2,3
96209,2,1
96210,80,3
96211,32,3
96212,0,1
96213,17,1
96214,13,4
96215,0,4
96216,56,4
96217,71,3
96218,42,4
96219,41,4
96220,33,6
96221,66,3
96222,40,3
96223,70,4
96224,59,3
96225,6,2
96226,31,4
96227,6,7
96228,4,6
96229,24,3
96230,60,3
96231,2,4
96232,7,3
96233,18,4
96234,40,7
96235,17,1
96236,78,4
96237,58,3
96238,18,3
96239,69,3
96240,42,6
96241,18,6
96242,64,4
96243,29,3
96244,38,1
96245,60,1
96246,12,6
96247,11,3
96248,7,6
96249,58,1
96250,42,3
96251,4,7
96252,79,1
96253,47,3
96254,3,1
96255,0,3
96256,1,1
96257,32,1
96258,6,3
96259,9,3
96260,12,6
96261,16,1
96262,52,1
96263,12,3
96264,45,4
96265,66,4
96266,53,6
96267,0,2
96268,80,7
96269,33,1
96270,25,2
96271,70,6
96272,29,6
96273,13,4
96274,6,6
96275,31,3
96276,49,4
96277,5,4
96278,30,2
96279,54,3
96280,19,1
96281,15,1
96282,49,3
96283,46,3
96284,71,3
96285,16,3
96286,12,2
96287,74,2
96288,19,3
96289,17,7
96290,73,4
96291,53,4
96292,4,4
96293,64,6
96294,15,3
96295,31,3
96296,72,3
96297,32,3
96298,17,3
96299,29,3
96300,7,6
96301,54,4
96302,72,3
96303,4,3
96304,60,4
96305,12,1
96306,80,4
96307,0,3
96308,53,1
96309,76,6
96310,54,6
96311,19,4
96312,31,3
96313,29,6
96314,3,3
96315,13,6
96316,0,1
96317,68,4
96318,41,3
96319,70,3
96320,46,3
96321,69,3
96322,34,6
96323,63,4
96324,0,3
96325,26,7
96326,14,7
96327,10,1
96328,12,4
96329,42,1
96330,64,7
96331,6,4
96332,49,3
96333,60,2
96334,10,1
96335,80,3
96336,74,4
96337,20,1
96338,19,3
96339,71,4
96340,49,3
96341,7,6
96342,80,3
96343,8,2
96344,42,1
96345,13,3
96346,29,4
96347,15,6
96348,54,7
96349,76,3
96350,19,1
96351,60,3
96352,67,4
96353,1,3
96354,3,7
96355,20,1
96356,2,3
96357,69,4
96358,48,3
96359,0,4
96360,72,3
96361,17,6
96362,61,3
96363,10,4
96364,6,4
96365,39,3
96366,61,2
96367,58,4
96368,31,7
96369,15,1
96370,77,3
96371,14,1
96372,50,6
96373,53,4
96374,16,1
96375,80,3
96376,12,2
96377,52,6
96378,7,4
96379,21,1
96380,43,4
96381,4,6
96382,29,4
96383,17,4
96384,0,3
96385,59,4
96386,62,2
96387,4,3
96388,18,2
96389,77,3
96390,46,1
96391,16,1
96392,28,1
96393,71,3
96394,7,4
96395,10,3
96396,38,1
96397,9,6
96398,32,4
96399,42,7
96400,32,3
96401,13,4
96402,18,4
96403,23,1
96404,74,3
96405,23,2
96406,73,3
96407,3,4
96408,44,4
96409,80,1
96410,14,4
96411,60,4
96412,11,3
96413,71,4
96414,1,3
96415,36,2
96416,42,3
96417,33,6
96418,15,2
96419,15,1
96420,60,6
96421,12,2
96422,66,1
96423,2,6
96424,1,4
96425,15,7
96426,80,4
96427,11,1
96428,37,7
96429,80,3
96430,8,3
96431,47,1
96432,47,7
96433,35,3
96434,3,3
96435,10,4
96436,74,3
96437,3,6
96438,0,3
96439,63,6
96440,66,4
96441,61,4
96442,14,3
96443,24,3
96444,21,6
96445,66,1
96446,62,3
96447,0,4
96448,50,1
96449,61,2
96450,53,3
96451,80,3
96452,38,1
96453,24,2
96454,1,7
96455,34,3
96456,69,3
96457,58,1
96458,1,2
96459,5,6
96460,2,1
96461,3,4
96462,65,4
96463,26,1
96464,25,6
96465,41,6
96466,31,4
96467,16,3
96468,66,4
96469,42,1
96470,47,3
96471,65,4
96472,5,3
96473,79,3
96474,37,6
96475,51,4
96476,37,4
96477,65,4
96478,18,6
96479,56,3
96480,65,7
96481,29,1
96482,11,2
96483,49,4
96484,27,1
96485,21,3
96486,77,3
96487,19,3
96488,62,2
96489,57,1
96490,39,6
96491,53,6
96492,4,1
96493,8,4
96494,5,4
96495,22,4
96496,1,4
96497,22,3
96498,10,1
96499,11,4
96500,24,6
96501,50,2
96502,60,3
96503,72,2
96504,13,3
96505,40,7
96506,77,3
96507,37,6
96508,46,1
96509,21,1
96510,32,3
96511,41,4
96512,64,3
96513,24,3
96514,80,4
96515,69,4
96516,18,3
96517,54,3
96518,14,1
96519,33,4
96520,6,4
96521,62,3
96522,52,3
96523,21,2
96524,8,3
96525,80,3
96526,63,4
96527,6,4
96528,37,1
96529,66,6
96530,8,4
96531,3,3
96532,45,3
96533,15,3
96534,48,4
96535,4,4
96536,9,6
96537,66,3
96538,51,1
96539,9,6
96540,66,2
96541,5,4
96542,17,3
96543,46,4
96544,13,3
96545,17,2
96546,44,3
96547,44,3
96548,28,1
96549,0,4
96550,15,7
96551,36,7
96552,43,4
96553,58,6
96554,31,4
96555,46,4
96556,0,2
96557,38,4
96558,29,4
96559,13,4
96560,71,4
96561,53,7
96562,9,1
96563,15,3
96564,57,4
96565,18,1
96566,23,3
96567,2,3
96568,80,3
96569,77,3
96570,10,1
96571,58,1
96572,8,3
96573,46,3
96574,39,3
96575,0,7
96576,56,3
96577,9,3
96578,54,4
96579,10,4
96580,27,3
96581,9,4
96582,47,4
96583,79,4
96584,10,4
96585,62,1
96586,65,4
96587,30,4
96588,40,6
96589,15,6
96590,27,1
96591,1,3
96592,80,3
96593,30,3
96594,39,3
96595,64,2
96596,35,1
96597,4,6
96598,67,4
96599,72,3
96600,25,4
96601,3,3
96602,80,3
96603,60,3
96604,35,3
96605,40,1
96606,14,6
96607,71,3
96608,30,3
96609,36,4
96610,34,6
96611,10,4
96612,5,4
96613,7,4
96614,79,4
96615,62,1
96616,51,6
96617,7,6
96618,36,3
96619,23,3
96620,2,4
96621,43,1
96622,40,4
96623,53,1
96624,36,6
96625,26,6
96626,23,6
96627,3,4
96628,32,3
96629,46,4
96630,41,2
96631,37,2
96632,80,1
96633,65,4
96634,59,1
96635,2,2
96636,40,1
96637,17,3
96638,58,3
96639,78,2
96640,5,1
96641,35,7
96642,67,1
96643,2,3
96644,66,1
96645,27,3
96646,44,2
96647,14,4
96648,67,3
96649,51,4
96650,1,4
96651,49,4
96652,63,2
96653,28,6
96654,80,3
96655,13,1
96656,24,2
96657,26,6
96658,60,4
96659,58,3
96660,61,3
96661,24,6
96662,0,3
96663,20,3
96664,1,4
96665,1,3
96666,52,1
96667,69,1
96668,0,3
96669,55,6
96670,12,3
96671,37,6
96672,32,6
96673,6,3
96674,30,2
96675,18,3
96676,39,3
96677,25,3
96678,1,3
96679,30,3
96680,6,6
96681,33,7
96682,10,6
96683,41,2
96684,35,6
96685,17,4
96686,9,3
96687,80,3
96688,58,4
96689,11,7
96690,5,1
96691,5,6
96692,29,2
96693,18,7
96694,39,3
96695,25,3
96696,18,1
96697,25,3
96698,40,3
96699,59,3
96700,68,3
96701,74,2
96702,17,7
96703,0,3
96704,80,4
96705,40,3
96706,40,3
96707,64,7
96708,52,3
96709,1,3
96710,19,4
96711,36,1
96712,80,3
96713,74,3
96714,0,4
96715,13,4
96716,3,4
96717,0,4
96718,80,3
96719,50,4
96720,80,3
96721,32,1
96722,68,3
96723,38,3
96724,8,3
96725,33,2
96726,61,4
96727,76,2
96728,6,3
96729,8,6
96730,53,2
96731,41,4
96732,57,3
96733,12,4
96734,19,4
96735,3,4
96736,72,4
96737,34,6
96738,1,3
96739,20,6
96740,27,6
96741,10,7
96742,6,6
96743,33,3
96744,33,1
96745,52,4
96746,17,4
96747,0,3
96748,37,1
96749,8,3
96750,53,3
96751,12,4
96752,54,1
96753,78,4
96754,79,6
96755,80,3
96756,23,3
96757,12,6
96758,47,4
96759,19,3
96760,48,3
96761,7,1
96762,8,7
96763,14,1
96764,27,6
96765,12,4
96766,52,4
96767,1,6
96768,56,2
96769,1,7
96770,78,3
96771,67,2
96772,2,3
96773,5,3
96774,28,6
96775,80,3
96776,19,2
96777,60,3
96778,17,4
96779,0,4
96780,80,3
96781,7,3
96782,10,6
96783,58,2
96784,74,1
96785,80,2
96786,28,4
96787,79,3
96788,29,4
96789,80,2
96790,34,1
96791,1,3
96792,61,4
96793,54,4
96794,8,3
96795,22,3
96796,78,3
96797,8,3
96798,70,4
96799,75,7
96800,53,4
96801,5,6
96802,5,6
96803,4,6
96804,67,4
96805,64,2
96806,14,4
96807,0,1
96808,5,3
96809,80,4
96810,39,6
96811,35,4
96812,72,6
96813,30,6
96814,0,1
96815,77,3
96816,60,4
96817,13,1
96818,49,4
96819,6,1
96820,47,3
96821,21,6
96822,19,1
96823,18,3
96824,3,6
96825,29,3
96826,29,6
96827,73,3
96828,11,2
96829,38,3
96830,63,3
96831,4,3
96832,0,1
96833,34,4
96834,77,2
96835,68,3
96836,59,4
96837,8,1
96838,32,6
96839,22,7
96840,67,6
96841,74,3
96842,75,3
96843,16,1
96844,55,6
96845,0,7
96846,5,6
96847,44,4
96848,56,4
96849,11,1
96850,17,3
96851,61,2
96852,35,1
96853,0,3
96854,38,3
96855,80,4
96856,5,4
96857,1,7
96858,11,6
96859,17,3
96860,22,3
96861,11,3
96862,51,3
96863,56,3
96864,6,3
96865,28,4
96866,80,6
96867,5,2
96868,42,3
96869,49,4
96870,61,3
96871,72,3
96872,2,6
96873,80,4
96874,55,1
96875,56,4
96876,60,4
96877,60,4
96878,80,3
96879,25,3
96880,0,4
96881,16,4
96882,44,6
96883,66,1
96884,55,6
96885,24,1
96886,1,3
96887,57,3
96888,4,4
96889,5,6
96890,20,4
96891,41,4
96892,65,3
96893,42,2
96894,48,2
96895,60,2
96896,80,4
96897,15,1
96898,56,2
96899,21,4
96900,24,2
96901,33,1
96902,75,3
96903,51,6
96904,8,1
96905,3,3
96906,74,3
96907,35,3
96908,73,7
96909,38,3
96910,10,7
96911,4,6
96912,50,4
96913,25,6
96914,4,3
96915,49,3
96916,69,1
96917,3,2
96918,7,3
96919,12,6
96920,0,3
96921,57,3
96922,57,3
96923,9,3
96924,16,4
96925,27,2
96926,59,3
96927,70,3
96928,71,4
96929,7,7
96930,70,3
96931,10,6
96932,1,7
96933,59,3
96934,55,4
96935,41,3
96936,7,1
96937,13,6
96938,65,1
96939,32,3
96940,59,3
96941,39,4
96942,15,4
96943,9,7
96944,70,1
96945,18,3
96946,77,1
96947,11,3
96948,33,4
96949,0,3
96950,6,1
96951,36,3
96952,63,3
96953,60,3
96954,55,1
96955,64,6
96956,70,3
96957,9,1
96958,24,4
96959,33,6
96960,47,4
96961,15,4
96962,71,6
96963,6,7
96964,65,4
96965,52,2
96966,25,3
96967,21,6
96968,13,1
96969,38,1
96970,49,6
96971,16,3
96972,62,4
96973,77,3
96974,2,3
96975,30,4
96976,63,3
96977,7,7
96978,60,4
96979,34,2
96980,15,3
96981,13,7
96982,78,4
96983,80,3
96984,38,4
96985,80,3
96986,0,3
96987,51,4
96988,3,6
96989,64,4
96990,30,2
96991,4,6
96992,28,4
96993,52,3
96994,61,2
96995,6,4
96996,38,2
96997,9,3
96998,68,7
96999,2,2
97000,33,6
97001,11,2
97002,4,7
97003,20,3
97004,16,1
97005,0,3
97006,5,1
97007,6,1
97008,13,1
97009,30,4
97010,36,6
97011,26,3
97012,14,4
97013,50,1
97014,4,4
97015,72,4
97016,4,1
97017,66,3
97018,27,4
97019,44,2
97020,12,4
97021,27,3
97022,46,2
97023,80,1
97024,55,3
97025,36,1
97026,80,3
97027,26,6
97028,17,3
97029,55,6
97030,57,2
97031,70,4
97032,50,3
97033,12,1
97034,31,3
97035,36,4
97036,28,4
97037,32,6
97038,53,3
97039,76,6
97040,58,4
97041,26,4
97042,33,3
97043,17,7
97044,30,6
97045,8,3
97046,61,4
97047,9,3
97048,34,4
97049,52,6
97050,13,3
97051,68,6
97052,7,3
97053,4,1
97054,40,3
97055,53,1
97056,72,7
97057,26,6
97058,80,3
97059,44,4
97060,20,4
97061,1,4
97062,4,4
97063,51,4
97064,24,1
97065,42,4
97066,0,1
97067,59,6
97068,2,4
97069,14,4
97070,16,4
97071,31,4
97072,2,4
97073,44,3
97074,0,4
97075,18,4
97076,19,3
97077,52,4
97078,28,4
97079,5,3
97080,80,3
97081,41,3
97082,0,3
97083,0,2
97084,2,3
97085,0,4
97086,0,1
97087,7,4
97088,60,3
97089,80,2
97090,10,3
97091,9,3
97092,31,4
97093,35,4
97094,30,6
97095,44,7
97096,69,3
97097,53,1
97098,19,2
97099,77,3
97100,22,3
97101,2,6
97102,70,2
97103,31,2
97104,38,1
97105,56,7
97106,20,3
97107,49,7
97108,51,6
97109,74,3
97110,10,6
97111,43,6
97112,16,3
97113,2,3
97114,17,6
97115,65,1
97116,23,1
97117,63,1
97118,72,3
97119,3,4
97120,80,3
97121,44,7
97122,29,4
97123,45,6
97124,62,3
97125,57,4
97126,3,3
97127,19,1
97128,29,1
97129,40,6
97130,19,6
97131,53,4
97132,0,6
97133,65,6
97134,0,1
97135,14,3
97136,0,1
97137,39,4
97138,47,3
97139,29,1
97140,43,1
97141,11,6
97142,44,1
97143,61,1
97144,18,3
97145,46,3
97146,19,7
97147,37,2
97148,4,7
97149,66,2
97150,58,4
97151,6,6
97152,45,3
97153,30,3
97154,3,4
97155,52,3
97156,45,6
97157,23,1
97158,1,1
97159,6,4
97160,16,3
97161,60,7
97162,56,3
97163,55,6
97164,62,3
97165,66,4
97166,40,1
97167,13,3
97168,54,3
97169,67,4
97170,10,2
97171,74,1
97172,6,4
97173,18,3
97174,26,7
97175,7,3
97176,58,2
97177,41,1
97178,55,4
97179,13,2
97180,80,3
97181,65,2
97182,19,7
97183,27,2
97184,19,3
97185,9,1
97186,46,6
97187,14,7
97188,80,3
97189,71,4
97190,0,3
97191,44,1
97192,67,2
97193,28,1
97194,69,6
97195,0,2
97196,1,7
97197,61,4
97198,73,3
97199,15,7
97200,56,4
97201,60,4
97202,6,3
97203,0,2
97204,80,3
97205,1,4
97206,69,3
97207,2,1
97208,30,7
97209,71,3
97210,47,1
97211,54,1
97212,13,3
97213,7,2
97214,0,3
97215,71,2
97216,69,6
97217,29,4
97218,15,3
97219,10,1
97220,11,4
97221,78,1
97222,53,4
97223,26,4
97224,72,3
97225,80,3
97226,1,7
97227,4,6
97228,49,3
97229,80,3
97230,10,1
97231,27,6
97232,16,3
97233,69,6
97234,32,7
97235,35,3
97236,45,6
97237,80,3
97238,8,3
97239,13,4
97240,17,4
97241,16,3
97242,75,3
97243,9,4
97244,13,3
97245,39,3
97246,6,4
97247,45,1
97248,68,2
97249,20,4
97250,32,3
97251,41,4
97252,69,3
97253,57,4
97254,1,1
97255,29,4
97256,57,3
97257,26,1
97258,13,7
97259,57,4
97260,45,2
97261,19,3
97262,16,1
97263,41,6
97264,67,1
97265,8,4
97266,43,7
97267,6,1
97268,80,3
97269,10,3
97270,36,4
97271,7,4
97272,80,4
97273,12,3
97274,80,7
97275,39,4
97276,0,1
97277,47,1
97278,27,4
97279,17,3
97280,48,1
97281,11,1
97282,65,4
97283,52,6
97284,52,3
97285,19,2
97286,2,3
97287,17,7
97288,3,2
97289,48,3
97290,11,6
97291,11,1
97292,15,4
97293,27,1
97294,0,3
97295,2,1
97296,2,3
97297,62,1
97298,14,1
97299,59,3
97300,0,1
97301,64,4
97302,12,3
97303,8,6
97304,26,1
97305,64,3
97306,20,1
97307,63,3
97308,51,3
97309,2,1
97310,2,4
97311,1,4
97312,5,4
97313,18,3
97314,29,7
97315,13,2
97316,27,1
97317,0,1
97318,0,1
97319,32,3
97320,65,4
97321,37,6
97322,32,4
97323,67,6
97324,19,3
97325,27,1
97326,64,6
97327,76,4
97328,9,4
97329,17,3
97330,72,3
97331,3,6
97332,80,3
97333,48,6
97334,72,3
97335,12,7
97336,58,6
97337,71,4
97338,37,7
97339,80,3
97340,9,4
97341,9,3
97342,50,4
97343,57,3
97344,11,4
97345,18,6
97346,4,6
97347,0,3
97348,68,6
97349,31,6
97350,10,4
97351,12,3
97352,45,3
97353,80,3
97354,31,2
97355,0,3
97356,29,1
97357,62,4
97358,16,3
97359,17,3
97360,63,4
97361,54,7
97362,22,3
97363,4,3
97364,33,6
97365,49,3
97366,11,3
97367,61,3
97368,9,3
97369,54,3
97370,62,2
97371,57,3
97372,17,1
97373,41,3
97374,65,3
97375,71,7
97376,80,6
97377,15,3
97378,19,4
97379,38,2
97380,22,6
97381,69,4
97382,36,6
97383,54,3
97384,31,1
97385,12,1
97386,60,7
97387,13,3
97388,66,4
97389,80,4
97390,76,3
97391,67,1
97392,19,4
97393,3,4
97394,15,6
97395,16,3
97396,47,4
97397,80,3
97398,69,6
97399,6,2
97400,19,3
97401,10,3
97402,23,6
97403,80,6
97404,9,3
97405,4,3
97406,7,3
97407,55,4
97408,67,3
97409,32,6
97410,46,1
97411,15,1
97412,73,3
97413,9,1
97414,3,3
97415,54,6
97416,9,1
97417,77,6
97418,47,3
97419,55,6
97420,51,2
97421,6,1
97422,80,3
97423,32,2
97424,38,3
97425,19,3
97426,4,3
97427,9,4
97428,77,3
97429,51,3
97430,32,1
97431,11,6
97432,19,4
97433,4,3
97434,0,4
97435,4,4
97436,45,6
97437,48,6
97438,11,3
97439,3,4
97440,7,3
97441,61,4
97442,6,3
97443,56,3
97444,58,1
97445,51,4
97446,52,1
97447,57,3
97448,15,1
97449,37,7
97450,27,4
97451,34,2
97452,47,6
97453,67,1
97454,9,4
97455,80,3
97456,38,4
97457,4,6
97458,35,3
97459,1,3
97460,61,4
97461,5,4
97462,50,2
97463,34,6
97464,55,3
97465,38,1
97466,4,1
97467,9,1
97468,46,3
97469,28,4
97470,8,4
97471,80,3
97472,57,6
97473,53,6
97474,20,3
97475,11,1
97476,0,1
97477,11,1
97478,47,1
97479,2,1
97480,0,7
97481,80,1
97482,70,3
97483,19,3
97484,56,4
97485,33,3
97486,69,4
97487,53,6
97488,80,3
97489,2,3
97490,17,3
97491,4,2
97492,45,3
97493,2,7
97494,9,7
97495,43,4
97496,11,3
97497,24,4
97498,11,1
97499,4,4
97500,74,4
97501,54,2
97502,80,3
97503,9,3
97504,10,3
97505,73,3
97506,69,7
97507,20,2
97508,29,6
97509,47,3
97510,61,4
97511,4,4
97512,80,3
97513,54,4
97514,7,3
97515,69,3
97516,62,2
97517,16,3
97518,80,3
97519,33,4
97520,57,4
97521,53,1
97522,20,1
97523,80,3
97524,44,3
97525,11,4
97526,33,3
97527,63,4
97528,12,3
97529,5,1
97530,11,3
97531,23,2
97532,28,4
97533,30,6
97534,0,4
97535,63,2
97536,80,3
97537,39,2
97538,54,2
97539,41,3
97540,2,2
97541,38,4
97542,7,1
97543,0,3
97544,19,4
97545,12,3
97546,5,3
97547,11,4
97548,50,7
97549,13,4
97550,47,3
97551,13,7
97552,12,6
97553,0,4
97554,49,3
97555,48,1
97556,1,3
97557,64,3
97558,56,3
97559,0,4
97560,55,1
97561,46,4
97562,8,3
97563,61,1
97564,15,3
97565,0,3
97566,0,2
97567,1,7
97568,41,2
97569,42,4
97570,50,6
97571,54,3
97572,50,3
97573,62,6
97574,44,6
97575,24,3
97576,32,1
97577,56,3
97578,41,1
97579,2,3
97580,26,1
97581,23,6
97582,63,1
97583,9,1
97584,15,4
97585,21,3
97586,8,3
97587,8,1
97588,56,6
97589,19,2
97590,69,4
97591,29,3
97592,63,6
97593,60,4
97594,56,6
97595,36,7
97596,13,3
97597,77,4
97598,40,1
97599,1,4
97600,23,6
97601,22,2
97602,40,4
97603,39,4
97604,2,6
97605,67,3
97606,80,4
97607,16,1
97608,79,6
97609,66,7
97610,28,2
97611,68,7
97612,0,3
97613,7,1
97614,3,4
97615,46,4
97616,2,3
97617,30,4
97618,64,1
97619,65,3
97620,41,7
97621,19,4
97622,8,1
97623,71,6
97624,32,6
97625,13,3
97626,73,3
97627,34,3
97628,0,3
97629,33,3
97630,78,3
97631,18,4
97632,11,4
97633,23,1
97634,0,1
97635,56,2
97636,0,3
97637,1,4
97638,51,4
97639,60,3
97640,41,1
97641,49,3
97642,74,3
97643,40,3
97644,24,2
97645,1,2
97646,9,1
97647,14,6
97648,32,3
97649,70,3
97650,69,4
97651,15,2
97652,17,3
97653,2,3
97654,2,6
97655,0,3
97656,60,6
97657,60,3
97658,5,3
97659,46,2
97660,5,3
97661,38,4
97662,73,3
97663,2,1
97664,10,3
97665,2,3
97666,69,4
97667,62,4
97668,77,3
97669,15,3
97670,27,7
97671,20,2
97672,45,1
97673,0,3
97674,9,1
97675,41,4
97676,63,6
97677,7,4
97678,11,7
97679,4,6
97680,0,1
97681,5,1
97682,53,3
